Filename, E/Es
Hex10L_R00_n01.odb, 0.000186451693456
Hex10L_R01_n01.odb, 0.000186612561702
Hex10L_R01_n02.odb, 0.000186282657911
Hex10L_R01_n03.odb, 0.00018640076255
Hex10L_R01_n04.odb, 0.000186649305368
Hex10L_R01_n05.odb, 0.000186413059382
Hex10L_R01_n06.odb, 0.000186268360551
Hex10L_R01_n07.odb, 0.000186342325072
Hex10L_R01_n08.odb, 0.000186454795194
Hex10L_R01_n09.odb, 0.000186642386106
Hex10L_R01_n10.odb, 0.000186330120009
Hex10L_R01_n11.odb, 0.000186304939035
Hex10L_R01_n12.odb, 0.000186346564726
Hex10L_R01_n13.odb, 0.000186514517415
Hex10L_R01_n14.odb, 0.000186400560662
Hex10L_R01_n15.odb, 0.000186446517774
Hex10L_R01_n16.odb, 0.000186553078075
Hex10L_R01_n17.odb, 0.000186634035273
Hex10L_R01_n18.odb, 0.000186570972718
Hex10L_R01_n19.odb, 0.000186307636996
Hex10L_R01_n20.odb, 0.00018631736434
Hex10L_R02_n01.odb, 0.00018632237484
Hex10L_R02_n02.odb, 0.00018629636796
Hex10L_R02_n03.odb, 0.000186412967614
Hex10L_R02_n04.odb, 0.000186376352423
Hex10L_R02_n05.odb, 0.000186163011579
Hex10L_R02_n06.odb, 0.000186479260382
Hex10L_R02_n07.odb, 0.000186509176553
Hex10L_R02_n08.odb, 0.000186666153862
Hex10L_R02_n09.odb, 0.000186448371476
Hex10L_R02_n10.odb, 0.000186206289083
Hex10L_R02_n11.odb, 0.000186261312814
Hex10L_R02_n12.odb, 0.000186525162433
Hex10L_R02_n13.odb, 0.000186461989758
Hex10L_R02_n14.odb, 0.000186332359133
Hex10L_R02_n15.odb, 0.000186570055044
Hex10L_R02_n16.odb, 0.00018671994791
Hex10L_R02_n17.odb, 0.000186161892017
Hex10L_R02_n18.odb, 0.000186329954827
Hex10L_R02_n19.odb, 0.000186652260278
Hex10L_R02_n20.odb, 0.000186568329817
Hex10L_R03_n01.odb, 0.000186166957577
Hex10L_R03_n02.odb, 0.000186181805542
Hex10L_R03_n03.odb, 0.000186451308033
Hex10L_R03_n04.odb, 0.000186166572154
Hex10L_R03_n05.odb, 0.000186141960138
Hex10L_R03_n06.odb, 0.000186245271874
Hex10L_R03_n07.odb, 0.000186394962851
Hex10L_R03_n08.odb, 0.000186548397938
Hex10L_R03_n09.odb, 0.00018620674792
Hex10L_R03_n10.odb, 0.000186290127777
Hex10L_R03_n11.odb, 0.000186196323144
Hex10L_R03_n12.odb, 0.000186806668099
Hex10L_R03_n13.odb, 0.00018556678045
Hex10L_R03_n14.odb, 0.000186670411869
Hex10L_R03_n15.odb, 0.000186541185021
Hex10L_R03_n16.odb, 0.000186515104727
Hex10L_R03_n17.odb, 0.000186360439956
Hex10L_R03_n18.odb, 0.00018666556655
Hex10L_R03_n19.odb, 0.000185764575896
Hex10L_R03_n20.odb, 0.000186427044733
Hex10L_R04_n01.odb, 0.00018642249307
Hex10L_R04_n02.odb, 0.000186026314865
Hex10L_R04_n03.odb, 0.000186313656938
Hex10L_R04_n04.odb, 0.000186659858618
Hex10L_R04_n05.odb, 0.000185836044345
Hex10L_R04_n06.odb, 0.000186550013044
Hex10L_R04_n07.odb, 0.000186761793842
Hex10L_R04_n08.odb, 0.0001861781532
Hex10L_R04_n09.odb, 0.000186644368282
Hex10L_R04_n10.odb, 0.000186362018356
Hex10L_R04_n11.odb, 0.000185882056518
Hex10L_R04_n12.odb, 0.000187580946332
Hex10L_R04_n13.odb, 0.000185856086344
Hex10L_R04_n14.odb, 0.000186070766992
Hex10L_R04_n15.odb, 0.000186324540551
Hex10L_R04_n16.odb, 0.000185862546769
Hex10L_R04_n17.odb, 0.00018640661731
Hex10L_R04_n18.odb, 0.000187065947702
Hex10L_R04_n19.odb, 0.000185505755131
Hex10L_R04_n20.odb, 0.000186288219015
Hex10L_R05_n01.odb, 0.00018635502568
Hex10L_R05_n02.odb, 0.000186671274482
Hex10L_R05_n03.odb, 0.000186642477873
Hex10L_R05_n04.odb, 0.000186511580859
Hex10L_R05_n05.odb, 0.000186426989672
Hex10L_R05_n06.odb, 0.000187042638783
Hex10L_R05_n07.odb, 0.000187034269597
Hex10L_R05_n08.odb, 0.000186788002611
Hex10L_R05_n09.odb, 0.000185412354274
Hex10L_R05_n10.odb, 0.00018566242043
Hex10L_R05_n11.odb, 0.000186201076695
Hex10L_R05_n12.odb, 0.000185538167375
Hex10L_R05_n13.odb, 0.000186430311652
